codigoPr,nombre,estado,telefono
0397109350,"Soup - Campbells, Cream Of",Kansas,785-497-8674
6669005938,Magnotta Bel Paese Red,Texas,915-452-0934
5918415246,Papayas,New York,716-904-4681
5194384041,"Mushroom - Oyster, Fresh",Iowa,515-797-1576
4315359203,Lettuce - Red Leaf,District of Columbia,202-743-3398
8056174079,Mousse - Mango,District of Columbia,202-589-0679
9711040425,"Coke - Classic, 355 Ml",Tennessee,615-181-1563
4545787681,Bread - Raisin,New York,212-183-4815
4978569427,Milk - Homo,Pennsylvania,215-822-5492
1395502056,Broom - Corn,North Carolina,828-587-3340
7864160638,Chocolate - Mi - Amere Semi,California,916-107-1783
6295039375,Danishes - Mini Raspberry,California,951-711-8075
9341809525,Graham Cracker Mix,Wisconsin,608-446-2040
6177553745,Beer - Camerons Cream Ale,California,510-790-6655
0418521123,Wine - Vovray Sec Domaine Huet,West Virginia,304-766-5376
6524199227,Black Currants,New York,212-669-2302
6219902424,Yoplait Drink,Maryland,301-183-4714
9520495010,Sausage - Breakfast,Michigan,810-487-3684
2896039066,Steam Pan Full Lid,Iowa,515-291-0755
4836539560,Wine - Duboeuf Beaujolais,Illinois,309-554-7432
6880794963,"Bread - Rolls, Rye",Colorado,970-811-3561
8778625637,Dc - Sakura Fu,Colorado,303-532-6309
5979268871,Sprouts - Brussel,Massachusetts,413-422-8223
6480610237,Garlic - Peeled,California,415-922-2778
6360931745,Mcgillicuddy Vanilla Schnap,California,916-471-9941
3088516825,Bread - Raisin,California,559-924-6390
7747857691,Bread - Crusty Italian Poly,Maryland,410-249-4592
0817766812,Fond - Neutral,Minnesota,507-773-0765
2449707263,"Chocolate - Semi Sweet, Calets",Illinois,773-289-7046
3145327941,"Pepper - White, Ground",California,415-435-8055
4544097541,Capon - Whole,Pennsylvania,215-403-1127
8723912634,Grenadillo,Louisiana,225-509-1928
9565335918,The Pop Shoppe Pinapple,California,415-178-5090
6885482293,Taro Root,North Carolina,919-230-0839
1159737541,"Cake Circle, Foil, Scallop",Illinois,312-813-8406
4879881058,Cabbage - Nappa,Alabama,334-105-1630
1054847185,Muffin Carrot - Individual,New York,585-992-6549
8398941170,Oil - Olive,Delaware,302-421-4230
5442478105,Bay Leaf Fresh,Florida,850-341-9476
2979354740,Butter Ripple - Phillips,North Carolina,704-237-2479
5300302953,Vinegar - Raspberry,Texas,903-243-5040
2651298530,Liners - Baking Cups,Colorado,303-817-3333
9264550194,Juice - Orangina,Louisiana,318-891-1030
1996773453,Pepper - Cubanelle,Virginia,434-185-0910
5805500965,"Pork - Loin, Bone - In",Texas,713-707-0392
0501881891,"Mushroom - Enoki, Fresh",New York,315-221-7169
4243151458,Cookies - Englishbay Wht,Utah,801-357-2333
8316569442,Oats Large Flake,Texas,281-812-6614
8034537063,Ice Cream - Turtles Stick Bar,Colorado,719-109-6867
0162409559,"Veal - Shank, Pieces",New Jersey,973-268-9964
8676658811,Capon - Whole,California,619-744-3505
1394864531,Cornstarch,Nevada,775-297-7615
0871202085,Cotton Wet Mop 16 Oz,Vermont,802-491-8623
3063486396,Vegetable - Base,Florida,850-856-4500
